,client_id,transaction_volume,correspondant_name,correspondant_bank_name,date,direction
6867,6,26000,RöderGesellschaft mit beschränkter Haftung,DEUTSCHE BANK,2020-02-22,out
6868,41,30000,Holtkamp u. Apel AG,DEUTSCHE BANK,2018-10-10,in
6869,85,15000,Pohle & Stang G.M.B.H.,SANTANDER,2020-01-08,in
6870,10,22000,Wüst O.H.G.,COMMERZBANK,2019-01-29,in
6871,35,36000,Schneider Gesellschaft mbH,DEUTSCHE BANK,2019-10-04,in
6872,24,45000,Fritze A.G. & Co. KG,DEUTSCHE BANK,2021-09-02,out
6873,49,26000,Voges & Reichel AG u. Co. KG,REVOLUT,2020-10-08,out
6874,89,23000,Krell OHG,DEUTSCHE BANK,2021-02-21,in
6875,16,27000,Freyer Offene Handelsgesellschaft,N26,2020-12-20,out
6876,88,27000,Krug und Schweikert AG,COMMERZBANK,2020-11-10,out
6877,23,48000,Heisig Offene Handelsgesellschaft,WISE,2019-12-04,out
6878,95,34000,Führer & Heins GmbH u. Co. KG,COMMERZBANK,2019-01-25,out
6879,30,42000,Heinzel KG,COMMERZBANK,2021-10-02,in
6880,44,42000,Eberle AG,DEUTSCHE BANK,2018-12-20,out
6881,24,44000,Licht GMBH,DEUTSCHE BANK,2021-02-23,out
6882,20,48000,Huppertz GmbH & Co. KG,WISE,2021-10-18,out
6883,95,14000,Wachter u. Bausch G.M.B.H.,COMMERZBANK,2020-10-05,out
6884,9,18000,Wein G.m.b.H.,COMMERZBANK,2021-09-28,out
6885,47,34000,Burmester A.G. & Co. KG,SANTANDER,2021-12-15,out
6886,46,46000,Amend u. Kissel O.H.G,REVOLUT,2020-07-03,out
6887,18,18000,Claus u. Kölling GmbH,SANTANDER,2021-07-12,in
6888,62,18000,Weishaupt GmbH & Co. KG,SANTANDER,2020-04-28,in
6889,61,30000,HagelOffene Handelsgesellschaft,REVOLUT,2019-08-07,in
6890,37,20000,EnglerAktiengesellschaft,SANTANDER,2020-02-13,in
6891,81,34000,Scheibe AG & Co. KG,N26,2020-07-14,out
6892,93,49000,Helfrich und Heldt GmbH,COMMERZBANK,2020-06-19,out
6893,50,39000,Pabst G.m.b.H.,SANTANDER,2020-10-29,in
6894,49,46000,Wohlgemuth A.G. & Co. KG,N26,2021-11-23,in
6895,69,32000,Flohr und Schüle G.M.B.H.,DEUTSCHE BANK,2019-01-31,in
6896,84,44000,Weingärtner und Frenz O.H.G.,REVOLUT,2019-09-21,out
6897,72,42000,Köstler & Gehring KG,WISE,2020-04-23,in
6898,11,36000,Kaiser GmbH,COMMERZBANK,2019-11-13,out
6899,58,48000,Scheer u. Schott AG u. Co. KG,DEUTSCHE BANK,2018-04-07,in
6900,48,21000,Frank AG und Co. KG,DEUTSCHE BANK,2020-07-07,in
6901,38,23000,Keller Gesellschaft mit beschränkter Haftung,COMMERZBANK,2018-08-26,in
6902,10,23000,Reif und Römer OHG,N26,2018-05-17,out
6903,30,39000,Hild und Wagner GmbH & Co. KG,DEUTSCHE BANK,2018-03-13,out
6904,40,40000,Lautenschläger AG und Co. KG,DEUTSCHE BANK,2019-01-08,in
6905,49,37000,Feil GmbH u. Co. KG,SANTANDER,2018-04-26,out
6906,31,23000,Debus und Witzke GmbH u. Co. KG,SANTANDER,2019-09-14,in
6907,64,12000,Behn GmbH,SANTANDER,2021-10-17,out
6908,76,12000,Faber OHG,SANTANDER,2020-06-12,out
6909,71,15000,Dold G.m.b.H.,DEUTSCHE BANK,2021-07-07,out
6910,35,42000,Friedemann GMBH,N26,2021-11-14,in
6911,91,28000,Czech AG und Co. KG,SANTANDER,2019-06-01,in
6912,44,31000,Eberle AG,N26,2021-11-29,in
6913,14,14000,Lemmer GmbH und Co. KG,N26,2020-03-17,out
6914,49,10000,Voges & Reichel AG u. Co. KG,WISE,2021-11-29,in
6915,65,45000,Steinhauer und Schiefer AG u. Co. KG,COMMERZBANK,2019-02-18,in
6916,58,35000,JonasKommanditgesellschaft,COMMERZBANK,2021-07-26,in
6917,73,17000,Limbach AG u. Co. KG,REVOLUT,2021-01-03,out
6918,36,45000,Funk K.G,WISE,2020-08-08,in
6919,38,45000,Reiß GmbH,SANTANDER,2021-03-11,in
6920,42,37000,Kasper O.H.G.,SANTANDER,2021-08-30,out
6921,72,27000,Pech GmbH und Co. KG,DEUTSCHE BANK,2021-01-22,out
6922,48,24000,Krohn Kommanditgesellschaft,REVOLUT,2021-07-22,in
6923,12,12000,Storz u. Wohlfarth O.H.G.,SANTANDER,2019-02-07,out
6924,97,47000,Wittenberg und Kaps K.G,DEUTSCHE BANK,2019-04-17,in
6925,3,24000,Knobloch und Pflug A.G. & Co. KG,COMMERZBANK,2021-04-23,in
6926,13,35000,Schubert AG u. Co. KG,COMMERZBANK,2018-08-05,in
6927,57,44000,Grünberg O.H.G.,N26,2018-11-25,out
6928,52,26000,Daub und VolkertKommanditgesellschaft,REVOLUT,2018-02-06,out
6929,85,35000,Pohle & Stang G.M.B.H.,DEUTSCHE BANK,2018-06-17,out
6930,93,12000,Mertens & Franz Gesellschaft mbH,SANTANDER,2020-12-02,out
6931,75,26000,Wichmann A.G.,DEUTSCHE BANK,2018-06-12,in
6932,14,24000,Fröhlich KG,REVOLUT,2021-08-22,out
6933,41,23000,Voß und Schnoor Kommanditgesellschaft,COMMERZBANK,2020-01-19,out
6934,57,11000,Liedtke u. Ochs A.G.,N26,2020-05-08,in
6935,97,49000,Burk GmbH,REVOLUT,2019-05-07,in
6936,27,30000,Nickl O.H.G.,SANTANDER,2021-07-28,in
6937,72,24000,Klinkhammer Offene Handelsgesellschaft,DEUTSCHE BANK,2021-11-29,out
6938,20,20000,Reichardt AG,DEUTSCHE BANK,2019-12-01,out
6939,41,41000,Rösch GmbH & Co. KG,WISE,2021-04-13,out
6940,36,24000,Funk K.G,COMMERZBANK,2020-12-12,out
6941,85,10000,Pohle & Stang G.M.B.H.,SANTANDER,2021-08-29,in
6942,36,19000,Funk K.G,COMMERZBANK,2020-01-18,out
6943,10,48000,Sander G.M.B.H.,COMMERZBANK,2020-01-03,in
6944,51,20000,Roth und Dose A.G.,COMMERZBANK,2019-03-18,in
6945,18,37000,Pauly & Scheck A.G.,SANTANDER,2018-03-19,out
6946,57,27000,Schöne A.G,COMMERZBANK,2020-09-27,in
6947,52,50000,Laskowski u. Steuer K.G,DEUTSCHE BANK,2018-06-18,out
6948,50,49000,Paulsen G.M.B.H.,COMMERZBANK,2020-09-19,in
6949,89,42000,Stiefel & Kunde A.G.,DEUTSCHE BANK,2020-04-05,out
6950,54,21000,Häfner AG und Co. KG,N26,2021-01-01,in
6951,3,29000,Jakob K.G,COMMERZBANK,2018-06-28,in
6952,42,12000,Reimer K.G.,SANTANDER,2019-06-27,out
6953,73,46000,Fels GmbH und Co. KG,WISE,2019-08-27,out
6954,82,47000,Späth AG und Co. KG,SANTANDER,2018-04-28,out
6955,4,34000,Brück u. Hilbert GmbH u. Co. KG,WISE,2020-03-24,out
6956,18,43000,Moll O.H.G.,WISE,2019-08-19,out
6957,48,32000,Taube G.m.b.H.,DEUTSCHE BANK,2020-01-31,in
6958,2,16000,Thiele & Hammes GmbH & Co. KG,SANTANDER,2020-11-21,out
6959,69,34000,Ilg GmbH und Co. KG,N26,2019-05-31,out
6960,24,15000,Seibel A.G. & Co. KG,REVOLUT,2018-03-19,out
6961,97,18000,Bormann Kommanditgesellschaft,DEUTSCHE BANK,2018-05-03,out
6962,14,35000,Speck K.G,REVOLUT,2020-06-29,in
6963,42,22000,Reimer K.G.,SANTANDER,2021-01-31,out
6964,20,48000,Dahms AG & Co. KG,WISE,2021-06-30,out
6965,24,33000,Wald & Dörfler GmbH,REVOLUT,2021-03-06,in
6966,20,12000,Jungmann AG und Co. KG,COMMERZBANK,2018-01-04,out
6967,3,19000,Jakob K.G,COMMERZBANK,2018-01-10,in
6968,65,11000,Lemmer O.H.G.,SANTANDER,2019-03-13,in
6969,40,31000,Dost GmbH u. Co. KG,REVOLUT,2018-05-02,out
6970,66,13000,Wurster G.M.B.H.,COMMERZBANK,2020-01-01,out
6971,77,23000,Kleiner AG & Co. KG,DEUTSCHE BANK,2019-12-20,out
6972,85,29000,Neubert & Selzer GmbH,SANTANDER,2018-12-09,in
6973,50,21000,Strehl GmbH,COMMERZBANK,2020-08-15,out
6974,21,43000,Steinmann u. Görg AG u. Co. KG,REVOLUT,2021-09-17,in
6975,62,31000,Brose GMBH,SANTANDER,2021-07-19,in
6976,17,12000,Bernhard AG & Co. KG,SANTANDER,2020-09-09,out
6977,2,49000,Thiele & Hammes GmbH & Co. KG,WISE,2019-01-31,out
6978,1,18000,Tietz K.G.,N26,2021-05-18,out
6979,10,22000,Fleischmann u. Leopold Offene Handelsgesellschaft,WISE,2018-02-06,out
6980,66,11000,SchwarzkopfKommanditgesellschaft,DEUTSCHE BANK,2018-09-09,out
6981,45,35000,Hohmann A.G.,COMMERZBANK,2019-01-07,out
6982,23,24000,Heisig Offene Handelsgesellschaft,N26,2018-12-18,in
6983,91,48000,Bauer O.H.G.,DEUTSCHE BANK,2019-08-06,in
6984,95,46000,Junker G.M.B.H.,COMMERZBANK,2019-07-07,out
6985,12,46000,Stach GMBH,COMMERZBANK,2019-09-18,out
6986,44,47000,Pfaff A.G,COMMERZBANK,2020-05-21,in
6987,92,26000,Mauer AG & Co. KG,DEUTSCHE BANK,2018-07-28,out
6988,2,14000,Thiele & Hammes GmbH & Co. KG,COMMERZBANK,2020-03-26,in
6989,31,31000,Kuhlmann & Ritschel OHG,SANTANDER,2020-11-21,in
6990,24,23000,Licht GMBH,SANTANDER,2020-10-11,in
6991,65,17000,Hausmann & Heinemann K.G.,SANTANDER,2018-08-13,in
6992,30,36000,Nehls und Wedel A.G.,DEUTSCHE BANK,2021-07-02,in
6993,49,41000,Caspari und WeigelGesellschaft mit beschränkter Haftung,SANTANDER,2021-12-24,in
6994,27,20000,Kaiser und Mathes AG,SANTANDER,2019-03-28,in
6995,24,27000,Abel u. Kistner GmbH u. Co. KG,COMMERZBANK,2020-11-24,out
6996,11,19000,Wenz K.G,COMMERZBANK,2019-10-17,in
6997,15,46000,Hempel & Wohlgemuth A.G.,REVOLUT,2018-06-05,out
6998,28,28000,Keitel G.m.b.H.,SANTANDER,2019-06-26,out
6999,6,11000,Höll GMBH,DEUTSCHE BANK,2018-11-03,out
7000,28,43000,Keitel G.m.b.H.,COMMERZBANK,2019-04-04,in
7001,74,12000,Fromm A.G,COMMERZBANK,2020-11-25,in
7002,63,15000,Scheid A.G. & Co. KG,DEUTSCHE BANK,2019-06-19,in
7003,26,31000,Platz A.G. & Co. KG,DEUTSCHE BANK,2020-03-18,out
7004,25,32000,Jacobi und Ortner A.G,SANTANDER,2020-09-19,out
7005,40,40000,Stang OHG,DEUTSCHE BANK,2021-09-13,out
7006,40,42000,Spieß G.m.b.H.,COMMERZBANK,2021-01-24,in
7007,41,42000,Riegel u. Klement GMBH,SANTANDER,2018-12-27,in
7008,95,27000,Rasche & Günther A.G. & Co. KG,DEUTSCHE BANK,2020-04-21,in
7009,13,30000,Zitzmann G.m.b.H.,COMMERZBANK,2020-09-17,in
7010,81,12000,Brandl AG und Co. KG,N26,2020-07-28,in
7011,7,21000,LeonhardOffene Handelsgesellschaft,DEUTSCHE BANK,2018-01-26,out
7012,33,35000,Hammes A.G,SANTANDER,2019-08-14,out
7013,51,35000,Bachmann A.G.,COMMERZBANK,2019-07-24,out
7014,53,45000,Neef KG,SANTANDER,2018-05-10,out
7015,63,38000,Scheid A.G. & Co. KG,COMMERZBANK,2020-01-15,in
7016,8,45000,Stöber und Heise Gesellschaft mit beschränkter Haftung,N26,2021-05-26,out
7017,34,22000,Selzer AG & Co. KG,N26,2019-01-24,out
7018,85,40000,Weidinger GmbH u. Co. KG,N26,2021-05-07,out
7019,98,17000,Sautter KG,COMMERZBANK,2019-04-07,in
7020,66,33000,Scheibel OHG,REVOLUT,2019-02-16,out
7021,59,24000,Siegel AG,REVOLUT,2019-01-28,in
7022,81,41000,Möllers KG,DEUTSCHE BANK,2020-09-15,out
7023,74,43000,Fromm A.G,SANTANDER,2018-11-09,out
7024,31,45000,Rombach & Bär A.G.,SANTANDER,2020-07-20,in
7025,37,12000,Behm A.G.,SANTANDER,2021-05-10,out
7026,88,15000,Siekmann AG & Co. KG,DEUTSCHE BANK,2019-10-21,in
7027,29,10000,Angermann AG,COMMERZBANK,2018-03-05,in
7028,79,10000,Obst O.H.G,SANTANDER,2020-04-08,out
7029,6,28000,RöderGesellschaft mit beschränkter Haftung,COMMERZBANK,2019-01-07,in
7030,13,19000,Finkbeiner K.G,WISE,2019-06-09,out
7031,74,25000,Sachse Offene Handelsgesellschaft,DEUTSCHE BANK,2019-04-14,out
7032,6,32000,Kohl u. Janik GMBH,SANTANDER,2021-05-31,in
7033,45,21000,Endres Offene Handelsgesellschaft,DEUTSCHE BANK,2021-02-20,in
7034,19,50000,Baumert AG u. Co. KG,DEUTSCHE BANK,2020-11-23,in
7035,69,41000,Flohr und Schüle G.M.B.H.,REVOLUT,2021-10-29,out
7036,81,11000,Hähnel & Weidner A.G,DEUTSCHE BANK,2021-06-04,out
7037,82,11000,Winter KG,WISE,2019-03-04,out
7038,70,11000,Uhlemann und Neugebauer A.G,SANTANDER,2021-12-17,in
7039,18,23000,Schimmelpfennig A.G. & Co. KG,DEUTSCHE BANK,2020-10-14,out
7040,12,15000,Edler O.H.G,REVOLUT,2021-12-27,in
7041,71,25000,HillenbrandOffene Handelsgesellschaft,COMMERZBANK,2021-03-24,in
7042,3,26000,Liebert & Bäuerle A.G. & Co. KG,DEUTSCHE BANK,2018-08-30,in
7043,92,14000,Kugler und RosenbergerKommanditgesellschaft,COMMERZBANK,2019-03-22,in
7044,8,13000,Wehrmann und Thamm A.G.,WISE,2019-06-09,out
7045,88,46000,Flick und Schönberg AG & Co. KG,SANTANDER,2018-09-22,out
7046,100,14000,Wagner u. Harms GmbH und Co. KG,COMMERZBANK,2019-05-30,in
7047,63,27000,Focke und Dahlke OHG,DEUTSCHE BANK,2020-12-30,in
7048,17,17000,Basler und Bongartz G.m.b.H.,WISE,2021-02-21,in
7049,97,15000,Licht G.M.B.H.,DEUTSCHE BANK,2021-06-01,out
7050,45,33000,Loos & Härtl A.G.,REVOLUT,2021-06-23,out
7051,89,12000,SchottGesellschaft M.B.H.,N26,2020-09-23,out
7052,55,43000,Stach OHG,DEUTSCHE BANK,2019-06-08,out
7053,80,18000,Bott u. Brecht A.G.,SANTANDER,2019-09-07,out
7054,56,12000,Schürmann O.H.G,SANTANDER,2018-10-10,out
7055,64,39000,Behn GmbH,REVOLUT,2019-12-01,in
7056,30,24000,Nehls und Wedel A.G.,COMMERZBANK,2018-02-09,out
7057,98,29000,Gehrig G.m.b.H.,N26,2020-08-19,in
7058,57,48000,Paschke u. Brummer G.m.b.H.,DEUTSCHE BANK,2019-08-20,in
7059,48,49000,Schiffer O.H.G,WISE,2019-04-17,in
7060,6,33000,Laskowski & WankeOffene Handelsgesellschaft,COMMERZBANK,2019-03-24,out
7061,55,34000,Stach OHG,SANTANDER,2020-05-21,in
7062,3,14000,Jakob K.G,SANTANDER,2018-03-17,in
7063,64,10000,Mucha & Neumann GmbH & Co. KG,COMMERZBANK,2019-03-27,in
7064,49,49000,Kastner u. Arend Gesellschaft mbH,WISE,2020-02-11,out
7065,93,39000,Mertens & Franz Gesellschaft mbH,DEUTSCHE BANK,2021-07-18,out
7066,85,38000,Schatz KG,COMMERZBANK,2019-10-25,in
7067,63,45000,Scheid A.G. & Co. KG,SANTANDER,2019-09-28,out
7068,5,16000,Denecke und LenzenOffene Handelsgesellschaft,N26,2018-01-30,out
7069,14,37000,Titze Offene Handelsgesellschaft,DEUTSCHE BANK,2019-03-10,in
7070,42,38000,Maucher & SeitzGesellschaft mbH,SANTANDER,2018-05-12,in
7071,38,13000,Rose AG u. Co. KG,COMMERZBANK,2020-09-16,out
7072,36,35000,Rohrer Kommanditgesellschaft,SANTANDER,2020-02-28,in
7073,57,21000,Scheller Gesellschaft mit beschränkter Haftung,N26,2018-02-16,out
7074,68,46000,Jäckel GmbH u. Co. KG,REVOLUT,2019-10-28,out
7075,14,44000,Büsing O.H.G.,COMMERZBANK,2021-06-07,in
7076,40,32000,Dost GmbH u. Co. KG,COMMERZBANK,2021-10-18,out
7077,93,32000,Mertens & Franz Gesellschaft mbH,COMMERZBANK,2021-08-13,in
7078,14,43000,Nau K.G.,REVOLUT,2018-11-13,out
7079,34,28000,Selzer AG & Co. KG,REVOLUT,2019-05-09,out
7080,20,32000,Häußler GmbH u. Co. KG,SANTANDER,2019-05-07,in
7081,5,15000,Wagner & ThöneGesellschaft M.B.H.,DEUTSCHE BANK,2019-10-26,out
7082,27,41000,Obst OHG,COMMERZBANK,2021-05-10,out
7083,2,29000,Rentsch und HammKommanditgesellschaft,SANTANDER,2018-05-12,out
7084,25,38000,Lehmkuhl Offene Handelsgesellschaft,DEUTSCHE BANK,2021-05-26,in
7085,42,33000,Reimer K.G.,COMMERZBANK,2019-03-28,out
7086,41,16000,Hanke u. Fries G.M.B.H.,COMMERZBANK,2018-09-18,in
7087,87,46000,Blessing AG,N26,2021-09-23,out
7088,3,45000,Jakob K.G,DEUTSCHE BANK,2018-09-24,out
7089,99,49000,Rutz K.G,SANTANDER,2019-07-08,out
7090,71,44000,Nitz AG & Co. KG,DEUTSCHE BANK,2020-05-07,in
7091,66,39000,Petry O.H.G,COMMERZBANK,2019-03-15,in
7092,4,33000,Wunsch Gesellschaft M.B.H.,SANTANDER,2018-09-09,in
7093,19,29000,Fetzer O.H.G,SANTANDER,2020-11-15,out
7094,55,17000,Eibl Gesellschaft mbH,WISE,2020-06-19,out
7095,28,21000,Wiechert & Schulz AG,SANTANDER,2019-08-12,out
7096,92,23000,Helms & Eichhorn G.m.b.H.,SANTANDER,2020-10-25,out
7097,15,24000,Hampel u. Burmeister A.G.,SANTANDER,2018-11-15,out
7098,90,46000,Kupka AG & Co. KG,SANTANDER,2018-04-09,out
7099,48,12000,Karcher u. Eichner GmbH & Co. KG,SANTANDER,2021-01-04,in
7100,93,22000,Mertens & Franz Gesellschaft mbH,COMMERZBANK,2021-03-26,in
7101,53,43000,Rickert GmbH & Co. KG,DEUTSCHE BANK,2020-05-23,out
7102,25,25000,Steinmetz GmbH,WISE,2018-01-12,in
7103,3,28000,KuhlGesellschaft mbH,REVOLUT,2020-01-04,out
7104,56,22000,Seger & Reinartz GmbH u. Co. KG,SANTANDER,2019-12-19,in
7105,42,18000,Reimer K.G.,N26,2018-02-04,in
7106,2,26000,Mehler und Walz GmbH,SANTANDER,2019-10-19,in
7107,62,26000,Brock & Fischbach AG & Co. KG,COMMERZBANK,2021-11-09,in
7108,52,35000,Röder u. Heppner K.G.,SANTANDER,2019-01-31,out
7109,44,10000,Eberle AG,DEUTSCHE BANK,2021-07-19,in
7110,95,31000,Wachter u. Bausch G.M.B.H.,N26,2019-10-12,out
7111,68,30000,Gerstner GmbH u. Co. KG,N26,2020-01-17,in
7112,26,19000,Platz A.G. & Co. KG,SANTANDER,2018-09-27,in
7113,5,43000,KöllerGesellschaft mbH,N26,2019-01-01,in
7114,62,27000,Finke GMBH,COMMERZBANK,2021-08-25,out
7115,70,40000,Prill G.M.B.H.,WISE,2019-12-04,in
7116,9,37000,Scheele Gesellschaft mit beschränkter Haftung,SANTANDER,2020-06-25,out
7117,76,15000,Brink u. Scheibe AG u. Co. KG,DEUTSCHE BANK,2021-10-02,in
7118,91,17000,Czech AG und Co. KG,WISE,2021-05-15,out
7119,81,42000,Scheibe AG & Co. KG,SANTANDER,2019-09-23,out
7120,69,24000,Klos K.G.,SANTANDER,2020-09-05,in
7121,57,49000,Kaczmarek & SeligerGesellschaft mit beschränkter Haftung,DEUTSCHE BANK,2021-05-10,in
7122,93,40000,Enders A.G,DEUTSCHE BANK,2020-02-10,out
7123,89,44000,SchottGesellschaft M.B.H.,SANTANDER,2021-08-19,out
7124,85,45000,Pohle & Stang G.M.B.H.,SANTANDER,2020-10-13,out
7125,81,28000,Springer K.G,SANTANDER,2021-06-13,out
7126,66,17000,Scheibel OHG,SANTANDER,2018-10-15,in
7127,74,45000,Schupp AG & Co. KG,N26,2021-05-12,out
7128,44,36000,Eberle AG,COMMERZBANK,2021-08-12,out
7129,13,39000,Morgenstern und Hamacher G.M.B.H.,REVOLUT,2021-11-07,in
7130,86,36000,GlaserGesellschaft mbH,N26,2018-08-18,out
7131,27,31000,Meinert AG u. Co. KG,COMMERZBANK,2021-06-28,in
7132,14,28000,Wenzel Offene Handelsgesellschaft,WISE,2021-02-14,out
7133,73,29000,Limbach AG u. Co. KG,REVOLUT,2020-04-15,out
7134,100,18000,Pflug GmbH u. Co. KG,DEUTSCHE BANK,2020-05-16,out
7135,33,29000,Burkard u. Steinhoff AG u. Co. KG,REVOLUT,2021-07-13,out
7136,65,43000,Weingärtner G.M.B.H.,DEUTSCHE BANK,2020-10-02,out
7137,83,22000,Mack G.M.B.H.,COMMERZBANK,2021-05-29,out
7138,60,47000,Kamps GmbH & Co. KG,COMMERZBANK,2018-09-17,out
7139,3,34000,Seeger GmbH u. Co. KG,DEUTSCHE BANK,2018-04-09,in
7140,12,37000,Hackmann Gesellschaft M.B.H.,REVOLUT,2020-02-02,out
7141,2,36000,Thiele & Hammes GmbH & Co. KG,DEUTSCHE BANK,2021-08-11,out
7142,15,15000,Flick AG & Co. KG,SANTANDER,2021-10-07,in
7143,7,19000,Abt Aktiengesellschaft,REVOLUT,2021-12-09,out
7144,34,29000,Selzer AG & Co. KG,DEUTSCHE BANK,2018-05-30,out
7145,31,26000,Gregor u. Fellner Gesellschaft mit beschränkter Haftung,WISE,2018-10-18,out
7146,16,50000,Neef und Kappler Kommanditgesellschaft,DEUTSCHE BANK,2021-09-02,in
7147,23,50000,Heisig Offene Handelsgesellschaft,WISE,2021-10-26,in
7148,16,27000,Eggert KG,COMMERZBANK,2021-04-03,in
7149,37,15000,Behm A.G.,N26,2020-11-02,out
7150,86,45000,Grundmann u. Schewe GMBH,N26,2021-12-17,in
7151,89,27000,Ahrens und Dewald GmbH & Co. KG,COMMERZBANK,2018-04-14,out
7152,89,42000,Streicher OHG,DEUTSCHE BANK,2018-06-06,in
7153,73,25000,Kirsch & Nadler GmbH u. Co. KG,DEUTSCHE BANK,2019-10-11,in
7154,76,29000,Faber OHG,COMMERZBANK,2019-04-05,in
7155,79,10000,Spiekermann & Kalb GmbH u. Co. KG,SANTANDER,2019-04-11,in
7156,88,34000,Flick und Schönberg AG & Co. KG,COMMERZBANK,2021-05-30,in
7157,80,41000,Rosenberg GmbH & Co. KG,SANTANDER,2020-07-18,in
7158,72,32000,Göpfert A.G.,N26,2019-09-23,out
7159,98,23000,Hennemann OHG,SANTANDER,2021-10-01,out
7160,71,22000,Schier OHG,N26,2020-02-04,out
7161,92,34000,Brehmer und Rump K.G.,COMMERZBANK,2021-06-24,in
7162,87,33000,Mair KG,SANTANDER,2019-10-09,in
7163,45,13000,Schimmel A.G. & Co. KG,SANTANDER,2020-06-29,out
7164,47,10000,Göller und Kunkel A.G. & Co. KG,WISE,2021-07-07,out
7165,99,36000,Molitor AG,N26,2018-06-28,out
7166,89,10000,Mönch und Buch O.H.G.,SANTANDER,2021-04-29,out
7167,67,26000,LöhrOffene Handelsgesellschaft,SANTANDER,2018-08-30,in
7168,2,41000,Thiele & Hammes GmbH & Co. KG,DEUTSCHE BANK,2018-04-01,in
7169,68,43000,Schipper A.G,COMMERZBANK,2019-05-27,in
7170,68,15000,Färber u. Königs GmbH & Co. KG,COMMERZBANK,2019-12-10,in
7171,55,34000,Bangert Gesellschaft mit beschränkter Haftung,COMMERZBANK,2019-04-22,in
7172,51,18000,Conrad & Abel GmbH u. Co. KG,COMMERZBANK,2018-10-04,out
7173,79,32000,Obst O.H.G,COMMERZBANK,2020-04-07,in
7174,56,33000,Stach GmbH u. Co. KG,WISE,2020-06-09,out
7175,80,23000,Ochs & Krug AG u. Co. KG,REVOLUT,2020-01-14,out
7176,75,48000,Ostertag Aktiengesellschaft,REVOLUT,2019-08-12,in
7177,26,14000,Rump KG,COMMERZBANK,2020-02-11,out
7178,73,14000,Thielen GmbH & Co. KG,COMMERZBANK,2018-09-22,out
7179,81,44000,Büchel K.G,COMMERZBANK,2021-10-05,out
7180,90,19000,Kupka AG & Co. KG,SANTANDER,2020-02-19,in
7181,8,23000,Schatz G.M.B.H.,REVOLUT,2021-10-09,out
7182,80,20000,Engel GmbH und Co. KG,SANTANDER,2018-10-05,in
7183,73,13000,Fink K.G,DEUTSCHE BANK,2019-10-08,out
7184,33,21000,Hunger A.G,SANTANDER,2019-08-20,in
7185,40,43000,Droste & NicklGesellschaft mit beschränkter Haftung,N26,2018-10-24,in
7186,22,50000,Salomon und Haake AG u. Co. KG,SANTANDER,2020-04-07,in
7187,62,37000,Stumpf u. Dold G.m.b.H.,COMMERZBANK,2020-06-10,in
7188,62,40000,Brock & Fischbach AG & Co. KG,WISE,2020-04-23,out
7189,86,27000,GlaserGesellschaft mbH,WISE,2018-08-31,out
7190,60,48000,Kling u. Buchwald Aktiengesellschaft,N26,2020-03-04,in
7191,60,29000,Kamps GmbH & Co. KG,COMMERZBANK,2020-07-15,in
7192,17,21000,Aschenbrenner KG,WISE,2020-03-15,out
7193,24,36000,Licht GMBH,DEUTSCHE BANK,2020-08-08,in
7194,19,25000,Fetzer O.H.G,DEUTSCHE BANK,2018-10-20,out
7195,40,32000,SteinbornAktiengesellschaft,COMMERZBANK,2018-03-28,in
7196,63,33000,Scheid A.G. & Co. KG,DEUTSCHE BANK,2018-08-27,out
7197,19,27000,Frenzel GmbH & Co. KG,SANTANDER,2018-08-22,out
7198,95,16000,Manz OHG,SANTANDER,2020-03-22,out
7199,15,43000,Dahlke A.G.,COMMERZBANK,2020-01-29,in
7200,63,34000,Fetzer u. Reimers Kommanditgesellschaft,WISE,2018-03-21,in
7201,53,47000,Traub A.G.,N26,2020-08-12,in
7202,25,40000,Ley GmbH u. Co. KG,WISE,2021-12-04,out
7203,34,38000,Neumaier & Mader GmbH & Co. KG,DEUTSCHE BANK,2018-05-18,in
7204,69,14000,Gebhardt GmbH und Co. KG,SANTANDER,2021-03-30,in
7205,11,22000,Storm GmbH,DEUTSCHE BANK,2021-07-12,in
7206,25,20000,Stecher K.G,COMMERZBANK,2021-07-11,in
7207,46,23000,Drexler GMBH,N26,2020-04-30,in
7208,77,28000,Freier u. Pütz GmbH und Co. KG,DEUTSCHE BANK,2020-12-14,in
7209,56,38000,Seger & Reinartz GmbH u. Co. KG,SANTANDER,2018-02-10,out
7210,3,36000,Jakob K.G,DEUTSCHE BANK,2021-11-09,in
7211,38,17000,Haase A.G,DEUTSCHE BANK,2021-11-11,out
7212,58,11000,Fels G.m.b.H.,WISE,2021-05-23,out
7213,10,23000,Bartz G.M.B.H.,DEUTSCHE BANK,2019-05-15,out
7214,30,21000,Nehls und Wedel A.G.,N26,2021-05-07,in
7215,75,40000,RuffKommanditgesellschaft,REVOLUT,2018-03-18,in
7216,39,38000,JörgGesellschaft M.B.H.,SANTANDER,2020-05-03,out
7217,23,32000,Schlecht K.G,REVOLUT,2021-06-22,in
7218,13,33000,Rebmann A.G. & Co. KG,COMMERZBANK,2018-06-17,in
7219,57,14000,Burk und Hackl AG u. Co. KG,N26,2021-06-22,out
7220,21,31000,Vollmer GmbH und Co. KG,N26,2019-03-17,in
7221,76,46000,Carstensen AG,COMMERZBANK,2019-03-03,out
7222,13,15000,Schubert AG u. Co. KG,COMMERZBANK,2020-10-14,in
7223,64,47000,Bochmann AG & Co. KG,COMMERZBANK,2018-03-21,out
7224,28,49000,Keitel G.m.b.H.,COMMERZBANK,2018-04-02,out
